Name	Total Score	Steric	Desolvation	Acc	Donor	Metal	Smiles
Clu 0, Mem 38	-75.548492	-90.885674	16.429106	-0.792628	-0.299302	0.000000	CCc1cc(cc(c1NC)C(=O)NO)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 88	-75.541191	-68.813873	16.236341	-17.197557	-5.766100	0.000000	CCNc1c(c(nc(n1)C(Cc2ccc(c(c2)O)OC)O)N)C#N
Clu 58, Mem 10	-75.532501	-86.334518	11.653156	-0.850611	-0.000530	0.000000	CCOc1ccc(cc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 26	-75.442917	-78.090897	9.830463	-0.756703	-6.425782	0.000000	Cc1cc(ccc1C(Cc2ccc(c(c2)O)OC)O)NCCCl
Clu 9, Mem 6	-75.437363	-80.154663	12.291380	-0.352632	-7.221449	0.000000	Cc1c(c(c(cc1C(Cc2ccc(c(c2)O)OC)O)NC)C(=O)OC)C
Clu 50, Mem 20	-75.419113	-85.640945	11.163370	-0.806548	-0.134988	0.000000	Cc1cc(c(c(c1Cl)[O-])Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 13, Mem 9	-75.408104	-81.294022	7.676695	-1.049199	-0.741581	0.000000	COc1ccc(cc1O)CC(c2cc(cc3c2cc[nH]3)Cl)O
Clu 13, Mem 7	-75.371758	-88.610947	14.849043	-0.424825	-1.185029	0.000000	Cc1c([nH+]c2c(c1C(Cc3ccc(c(c3)O)OC)O)cn[nH]2)C
Clu 53, Mem 21	-75.362694	-82.210289	10.053148	-0.507973	-2.697571	0.000000	CCc1c(c(c(c(c1O)O)Cl)C(Cc2ccc(c(c2)O)OC)O)C
Clu 3, Mem 52	-75.344048	-78.353928	10.537910	-0.751237	-6.776800	0.000000	CNc1cccc(c1F)C(Cc2ccc(c(c2)O)OC)O
Clu 8, Mem 4	-75.313293	-71.145554	15.107794	-8.154698	-11.120830	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)N=CO)O)NC=O)O
Clu 0, Mem 68	-75.292099	-66.745201	12.862388	-12.109588	-9.299689	0.000000	Cc1c(cc(c(c1O)CO)CO)C(Cc2ccc(c(c2)O)OC)O
Clu 67, Mem 3	-75.288643	-82.322701	7.856585	-0.160096	-0.662423	0.000000	Cc1cc(cc(c1NC(C)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 59, Mem 8	-75.258064	-80.717598	11.541107	-5.156083	-0.925485	0.000000	COc1ccc(cc1O)CC(c2cc(cc(c2)F)NC=O)O
Clu 46, Mem 17	-75.247963	-65.271034	10.785396	-5.947888	-14.814442	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)O)C[NH3+])O
Clu 46, Mem 12	-75.243881	-80.605377	14.512026	-1.733341	-7.417188	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)N)O)O
Clu 2, Mem 8	-75.231117	-85.021263	11.701942	-0.010593	-1.901203	0.000000	CNc1ccc(cc1N)C(Cc2ccc(c(c2)O)OC)O
Clu 40, Mem 16	-75.222168	-84.028328	9.555144	-0.732806	-0.016167	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)Cl)CCCN3)O
Clu 48, Mem 30	-75.205772	-88.713585	16.034410	-1.266414	-1.260191	0.000000	Cc1cc(cc(=O)n1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 53, Mem 15	-75.185295	-79.710556	14.636570	-5.846585	-4.264725	0.000000	CCc1c(cc(c(c1NC=O)C)C(Cc2ccc(c(c2)O)OC)O)N
Clu 28, Mem 13	-75.178223	-74.682411	16.968861	-4.098464	-13.366218	0.000000	CCNc1c2cc[nH]c2nc(n1)C(Cc3ccc(c(c3)O)OC)O
Clu 46, Mem 14	-75.129654	-88.629181	14.190086	-0.595006	-0.095558	0.000000	COc1ccc(cc1O)CC(c2cc(cc(c2)O)NC=O)O
Clu 53, Mem 9	-75.096649	-91.835884	18.055172	-1.066168	-0.249780	0.000000	CCNc1c(c(nc(n1)C(Cc2ccc(c(c2)O)OC)O)N)C
Clu 0, Mem 35	-75.064651	-88.311615	17.222160	-3.802502	-0.172699	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)NC=O)O)O
Clu 53, Mem 13	-75.009003	-78.985878	12.420628	-7.467080	-0.976669	0.000000	CNC(=O)c1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 29	-75.007210	-82.170784	12.733738	-3.283659	-2.286504	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)O)CO)O
Clu 3, Mem 16	-75.002243	-80.976784	8.348315	-0.493211	-1.880570	0.000000	CNc1cc(cc(c1)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 7, Mem 5	-74.992119	-87.774582	13.502682	-0.705110	-0.015112	0.000000	CCNc1ccc(cc1NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
Head 39, Size=1	-74.950005	-77.686661	10.265986	-2.142862	-5.386465	0.000000	Cc1cc[nH+]c2c1c(ccc2[O-])C(Cc3ccc(c(c3)O)OC)O
Clu 8, Mem 10	-74.906395	-83.612366	12.021673	-1.250322	-2.065383	0.000000	CCNc1cc(cc(c1)C(Cc2ccc(c(c2)O)OC)O)C[NH+](C)C
Clu 75, Mem 2	-74.897156	-74.484764	16.047092	-9.145576	-7.313907	0.000000	Cc1c(c(sc1C(Cc2ccc(c(c2)O)OC)O)C(=O)N)NC=O
Clu 2, Mem 25	-74.870277	-76.648338	8.146861	-3.133192	-3.235610	0.000000	Cc1cc(c(c(c1O)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 39	-74.862511	-86.332787	16.166605	-2.508716	-2.187618	0.000000	Cc1cc(cc(c1N)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Head 72, Size=8	-74.856415	-72.790695	9.934340	-2.158932	-9.841117	0.000000	CCN(CC)c1cc(cc(c1O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 51	-74.855629	-83.384003	9.855563	-0.677742	-0.649442	0.000000	Cc1cc(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)NC)C
Clu 75, Mem 3	-74.846474	-91.339844	18.437359	-1.659964	-0.284009	0.000000	CNC(=O)c1c(cc(s1)C(Cc2ccc(c(c2)O)OC)O)NC=O
Clu 56, Mem 2	-74.778152	-77.407776	13.872368	-5.346962	-5.895780	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)NCCCl)C(=O)N)O
Clu 47, Mem 5	-74.759781	-77.477280	11.173567	-2.307493	-6.148577	0.000000	CC(C)c1c(cc(cc1N)C(Cc2ccc(c(c2)O)OC)O)N
Clu 40, Mem 7	-74.759331	-82.449837	13.143751	-1.143327	-4.309919	0.000000	CC1Cc2cc(cc(c2NC1)O)C(Cc3ccc(c(c3)O)OC)O
Clu 67, Mem 20	-74.704605	-90.899628	17.631975	-0.959048	-0.477902	0.000000	Cc1cc(cc(c1NC(=O)C)C[NH2+]C)C(Cc2ccc(c(c2)O)OC)O
Clu 68, Mem 25	-74.703537	-76.965286	11.739154	-3.786656	-5.690751	0.000000	CCCNc1cc([nH+]c(c1C)O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 92	-74.675682	-87.414200	16.620243	-0.330828	-3.550892	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)C(=O)N)O)O
Clu 3, Mem 66	-74.667252	-78.753792	5.711699	-0.734442	-0.890716	0.000000	CN(C)c1cccc(c1)C(Cc2ccc(c(c2)O)OC)O
Clu 40, Mem 6	-74.640472	-86.717926	13.534641	-0.700085	-0.757095	0.000000	Cc1cc(cc2c1NCCC2[NH2+]C)C(Cc3ccc(c(c3)O)OC)O
Clu 67, Mem 17	-74.615692	-75.111748	12.984097	-2.287781	-10.200264	0.000000	CCOc1cc(cc(c1NC=O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 6	-74.609383	-75.685829	10.675308	-3.366351	-6.232509	0.000000	CC(C)c1cc(cc(c1O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 78, Mem 3	-74.589981	-82.248650	8.905934	-1.226833	-0.020429	0.000000	Cc1c(c(c(c(c1C)N)C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 46, Mem 5	-74.587807	-79.002808	11.925763	-2.052743	-5.458019	0.000000	Cc1cc(cc(c1O)CO)C(Cc2ccc(c(c2)O)OC)O
Clu 51, Mem 2	-74.578827	-77.526192	8.944960	-2.561218	-3.436385	0.000000	CCNc1cc(ccc1C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 78	-74.557152	-83.177719	9.827918	-0.446289	-0.761065	0.000000	CCc1cc(cc(c1NC)C(C)(C)C)C(Cc2ccc(c(c2)O)OC)O
Head 51, Size=15	-74.548676	-81.112282	8.580887	-1.989650	-0.027632	0.000000	CNc1cc(ccc1C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 53	-74.543259	-85.174385	12.053404	-1.220086	-0.202196	0.000000	CNc1cc(ccc1OC)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 8	-74.539558	-87.960869	15.898008	-1.097993	-1.378697	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)NC=O)Cl)N)O
Clu 73, Mem 2	-74.446075	-75.155426	10.085155	-6.452850	-2.922959	0.000000	CC(C)(C)c1cc(c(c(c1O)O)F)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 77	-74.430908	-81.271072	13.774353	-1.635806	-5.298376	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)C[NH3+])O)O
Clu 46, Mem 23	-74.423378	-81.482857	11.252504	-2.417984	-1.775053	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)F)O)OC)O
Clu 38, Mem 2	-74.415260	-81.459427	10.194519	-1.888818	-1.261540	0.000000	Cc1c([nH]c2c1c(cc(c2)O)C(Cc3ccc(c(c3)O)OC)O)C
Clu 15, Mem 22	-74.403938	-92.381996	19.000061	-0.650066	-0.371941	0.000000	CNc1c2c(nc(n1)C(Cc3ccc(c(c3)O)OC)O)[n+](c[nH]2)C
Clu 79, Mem 2	-74.393265	-84.529144	12.116301	-0.751890	-1.228535	0.000000	Cc1c(c(cc([nH+]1)C(Cc2ccc(c(c2)O)OC)O)NC)C(=O)OC
Clu 55, Mem 3	-74.390144	-72.239510	16.084501	-5.940801	-12.294336	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)NC=O)O)C(=O)N)O
Clu 63, Mem 8	-74.380302	-74.317848	11.163261	-4.424922	-6.800796	0.000000	CNc1cc(c(cc1OC)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 54, Mem 3	-74.368546	-79.143120	10.161226	-1.150915	-4.235741	0.000000	CCNc1cc(c(c(c1)C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 0, Mem 76	-74.350113	-66.843201	15.332211	-4.998626	-17.840500	0.000000	CC(=O)Nc1c(nc(nc1SC)C(Cc2ccc(c(c2)O)OC)O)NC
Clu 13, Mem 3	-74.342522	-80.774483	12.763051	-2.808369	-3.522719	0.000000	COc1ccc(cc1O)CC(c2ccc(c3c2c(c[nH]3)Cl)N)O
Clu 68, Mem 10	-74.333595	-85.849831	12.984563	-0.134307	-1.334017	0.000000	CC[NH2+]Cc1cc(cc(c1O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 24	-74.302238	-83.512856	19.035461	-5.245407	-4.579430	0.000000	COc1ccc(cc1O)CC(c2cc(cc(c2)NC=O)NC=O)O
Clu 48, Mem 21	-74.297371	-84.553917	11.867368	-1.156316	-0.454496	0.000000	Cc1cc(c(c(c1CO)O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 19	-74.271057	-64.993179	10.775616	-5.801139	-14.252352	0.000000	Cc1cc(cc(c1O)C[NH3+])C(Cc2ccc(c(c2)O)OC)O
Head 12, Size=33	-74.232620	-81.617058	10.901348	-2.751986	-0.764917	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)O)CCN3)O
Clu 67, Mem 18	-74.230026	-80.288086	13.003429	-0.825107	-6.120260	0.000000	CC(C)c1cc(cc(c1NC(=O)C)O)C(Cc2ccc(c(c2)O)OC)O
Clu 34, Mem 2	-74.199059	-78.412888	6.742365	-0.780432	-1.748110	0.000000	Cc1cc(cc2c1c(c[nH]2)C)C(Cc3ccc(c(c3)O)OC)O
Clu 1, Mem 4	-74.140007	-81.745689	14.146114	-3.559741	-2.980686	0.000000	Cc1c[nH]c2c1c(cc(c2O)O)C(Cc3ccc(c(c3)O)OC)O
Clu 0, Mem 21	-74.134880	-81.886436	10.786991	-1.457135	-1.578307	0.000000	CCc1cc(cc(c1NCC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 54, Mem 2	-74.129189	-80.107841	10.369884	-1.316494	-3.074738	0.000000	CCNc1ccc(c(c1)F)C(Cc2ccc(c(c2)O)OC)O
Clu 67, Mem 8	-74.123238	-71.762810	12.599070	-0.312097	-14.647401	0.000000	CC(=O)Nc1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 50, Mem 31	-74.098663	-78.461678	9.212502	-3.173900	-1.675586	0.000000	Cc1c(c(cc(c1Cl)O)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 7, Mem 7	-74.092026	-67.627800	15.095612	-1.022879	-20.536961	0.000000	CC(=O)Nc1cc(cc(c1NC=O)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 9	-74.055405	-81.627159	9.099720	-1.516482	-0.011482	0.000000	CCNc1cc(c(c(c1C)C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 7, Mem 19	-74.050575	-88.358185	18.517633	-2.730543	-1.479484	0.000000	Cc1cc(c(cc1C(Cc2ccc(c(c2)O)OC)O)NC=O)NC=O
Clu 13, Mem 5	-74.030540	-73.630600	10.917808	-1.334660	-9.983082	0.000000	Cc1c([nH]c2c1c(cc[nH+]2)C(Cc3ccc(c(c3)O)OC)O)C
Clu 73, Mem 7	-74.026978	-83.894310	13.977900	-2.608626	-1.501956	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)[O-])C(F)(F)F)O
Clu 61, Mem 3	-73.975647	-69.193367	15.432438	-4.107456	-16.107265	0.000000	COc1ccc(cc1O)CC(C2CC(C(C(O2)[NH3+])O)O)O
Clu 7, Mem 23	-73.951729	-82.777740	11.818941	-1.002293	-1.990641	0.000000	CCOc1cc(ccc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 10	-73.930450	-82.500290	15.015427	-2.835627	-3.609968	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)O)NC=O)O
Clu 3, Mem 17	-73.927742	-73.653625	10.457300	-7.055725	-3.675691	0.000000	Cc1ccc(cc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 8, Mem 2	-73.919312	-84.870300	22.007948	-7.592763	-3.464197	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)NC=O)O)NC=O)O
Clu 0, Mem 9	-73.916466	-73.546310	10.887932	-6.401917	-4.856169	0.000000	CNc1cc(cc(c1Cl)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 22	-73.902374	-83.419289	10.498758	-0.634112	-0.347735	0.000000	CNc1cc(ccc1Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 47, Mem 8	-73.889091	-72.111786	13.032074	-11.279268	-3.530105	0.000000	CNc1c(cc(cn1)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 79, Mem 3	-73.878746	-81.353882	13.197107	-4.339527	-1.382466	0.000000	Cc1c(cc(c(c1NC)[N+](=O)[O-])N)C(Cc2ccc(c(c2)O)OC)O
Clu 12, Mem 31	-73.861015	-75.997086	7.411150	-1.380623	-3.894454	0.000000	CN1CCc2c1ccc(c2)C(Cc3ccc(c(c3)O)OC)O
Clu 3, Mem 43	-73.857529	-79.554771	9.871786	-2.126013	-2.048533	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)N)Cl)O
Clu 3, Mem 27	-73.835846	-83.106041	9.949785	-0.643015	-0.036571	0.000000	CNc1cc(c(cc1Cl)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 4, Mem 7	-73.832382	-84.611626	11.911697	-0.861215	-0.271242	0.000000	Cc1c(c(c(c(c1N)C)N)C)C(Cc2ccc(c(c2)O)OC)O
Clu 82, Mem 2	-73.794472	-71.630943	14.869706	-1.643671	-15.389565	0.000000	COc1ccc(cc1O)CC(C2CC(C(C(C2)O)O)CO)O
Clu 12, Mem 15	-73.781647	-77.300262	8.920530	-2.650741	-2.751174	0.000000	Cc1cc(c(c2c1C(CN2)C)C)C(Cc3ccc(c(c3)O)OC)O
Clu 4, Mem 3	-73.754478	-85.176682	12.368008	-0.914362	-0.031444	0.000000	Cc1c(c(c(c(c1O)O)O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 72, Mem 3	-73.752792	-62.409588	13.678317	-8.217281	-16.804241	0.000000	CNC(=O)c1c(c(cc(n1)C(Cc2ccc(c(c2)O)OC)O)O)O
Head 81, Size=12	-73.733940	-88.715027	15.706754	-0.667895	-0.057767	0.000000	CC(C)Nc1cc(cc(c1C(C)O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 37	-73.717468	-82.718575	14.455868	-2.213730	-3.241042	0.000000	Cc1cc(cc(c1O)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 15	-73.716583	-78.495392	12.767179	-1.035205	-6.953165	0.000000	Cc1cc(c(c(c1NC=O)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 22	-73.697357	-70.673248	12.345982	-2.974054	-12.396037	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)N)OC)N)O
Head 2, Size=30	-73.684288	-82.836037	9.927264	-0.768766	-0.006754	0.000000	Cc1cc(cc(c1NC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 67, Mem 7	-73.675140	-75.398659	12.011371	-4.417587	-5.870257	0.000000	CCSc1c(cc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O)N
Clu 3, Mem 32	-73.674637	-67.516052	13.552859	-7.577576	-12.133866	0.000000	COc1ccc(cc1O)CC(c2ccc(c(c2)NC=O)O)O
Clu 47, Mem 6	-73.606270	-80.668442	7.125808	-0.051318	-0.012309	0.000000	CCN(C)c1ccc(cc1)C(Cc2ccc(c(c2)O)OC)O
Clu 12, Mem 7	-73.598366	-75.233421	9.560657	-0.811878	-7.113727	0.000000	Cc1cc(cc2c1NCC2)C(Cc3ccc(c(c3)O)OC)O
Clu 2, Mem 29	-73.587448	-76.527496	11.522228	-4.603249	-3.978932	0.000000	[H]N=Cc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)C
Clu 53, Mem 12	-73.554840	-81.990044	14.289214	-2.148028	-3.705979	0.000000	CNC(=O)c1cc(cc(c1O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 53, Mem 14	-73.548035	-82.446060	10.199253	-0.594453	-0.706766	0.000000	CCNc1c(ccc(c1C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 38, Mem 3	-73.544632	-78.309296	12.841690	-6.649276	-1.427756	0.000000	Cc1c([nH]c2c1c(cc(c2)N)C(Cc3ccc(c(c3)O)OC)O)C
Clu 60, Mem 2	-73.537598	-69.082832	14.854538	-3.577783	-15.731517	0.000000	COc1ccc(cc1O)CC(c2cc(c(s2)C(=O)N)NC=O)O
Clu 51, Mem 8	-73.526382	-79.631180	12.216673	-2.688137	-3.423722	0.000000	CNc1cc(ccc1C(=O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 15, Mem 15	-73.502304	-83.941086	16.793158	-3.189557	-3.164818	0.000000	Cc1c[nH]c2c1c(nc(n2)C(Cc3ccc(c(c3)O)OC)O)NC
Clu 53, Mem 10	-73.487808	-77.601326	11.475142	-4.890549	-2.471076	0.000000	CCOc1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 20	-73.439049	-83.282326	12.793492	-1.685250	-1.264966	0.000000	CNc1cc(c(cc1O)C(Cc2ccc(c(c2)O)OC)O)OC
Clu 3, Mem 18	-73.437775	-82.344177	9.906361	-0.951800	-0.048161	0.000000	CNc1cc(ccc1F)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 91	-73.410782	-72.545975	11.936535	-1.940954	-10.860381	0.000000	CC(c1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)O)O
Clu 12, Mem 2	-73.396606	-84.930870	12.239704	-0.705433	-0.000003	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)N)NCC3)O
Clu 46, Mem 21	-73.387550	-80.123390	11.772601	-2.644278	-2.392484	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)O)OC)O
Head 71, Size=6	-73.357315	-80.253807	12.926067	-5.728615	-0.300959	0.000000	CN(C)c1cc(cc(c1N)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 10	-73.315376	-77.788437	14.131853	-2.789710	-6.869090	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)O)N)O
Clu 67, Mem 6	-73.308289	-70.929504	12.595635	-0.305877	-14.668547	0.000000	Cc1cc(cc(c1NC(=O)C)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 80	-73.305794	-77.547707	11.919611	-3.518978	-4.158723	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)O)OC)O
Clu 15, Mem 17	-73.270767	-83.468781	14.723908	-3.204743	-1.321152	0.000000	CNc1c2cc[nH]c2nc(n1)C(Cc3ccc(c(c3)O)OC)O
Clu 50, Mem 29	-73.260780	-77.554863	7.590965	-2.616348	-0.680537	0.000000	Cc1c(c(cc(c1C)O)C(Cc2ccc(c(c2)O)OC)O)C
Head 3, Size=72	-73.256454	-71.167191	10.656981	-4.999243	-7.747011	0.000000	CNc1cc(ccc1N)C(Cc2ccc(c(c2)O)OC)O
Clu 62, Mem 3	-73.244537	-81.320511	17.320663	-2.858733	-6.385950	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)O)NC(=O)N)O
Clu 40, Mem 5	-73.218300	-80.424416	8.129618	-0.246082	-0.677421	0.000000	Cc1cc(cc2c1NCCC2)C(Cc3ccc(c(c3)O)OC)O
Clu 0, Mem 42	-73.207672	-76.457642	15.692207	-7.916385	-4.525846	0.000000	CNc1cc(nc(c1[N+](=O)[O-])N)C(Cc2ccc(c(c2)O)OC)O
Clu 68, Mem 3	-73.177956	-83.714882	11.895622	-1.247772	-0.110927	0.000000	C[NH2+]Cc1cc(cc(c1O)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 33	-73.166611	-75.365326	16.296646	-7.601404	-6.496536	0.000000	CCNc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)C(=O)N
Clu 2, Mem 14	-73.066986	-83.212708	12.349035	-0.243440	-1.959863	0.000000	CCNc1ccc(cc1N)C(Cc2ccc(c(c2)O)OC)O
Clu 56, Mem 3	-73.020660	-77.425583	14.377420	-8.914012	-1.058483	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)O)NCCCl)C(=O)N)O
Head 0, Size=95	-72.986633	-74.014900	13.755375	-6.333439	-6.393666	0.000000	CNc1cc(cc(c1OC)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 47, Mem 4	-72.957199	-72.477119	7.642312	-1.260492	-6.861901	0.000000	CC(C)c1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Clu 7, Mem 2	-72.900436	-86.267075	14.520277	-0.294447	-0.859185	0.000000	CNc1cc(ccc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 63, Mem 11	-72.896446	-72.695877	9.641386	-2.134279	-7.707681	0.000000	CC(C)c1cc(ccc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 67, Mem 16	-72.868935	-89.465408	18.356520	-1.152480	-0.607557	0.000000	CC(=O)Nc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)O
Clu 3, Mem 65	-72.859238	-58.245918	12.808270	-0.853275	-26.568308	0.000000	COc1ccc(cc1O)CC(c2ccc(c(c2)C(=O)N)N)O
Clu 48, Mem 8	-72.840622	-81.677086	9.981272	-0.357709	-0.787096	0.000000	CCNc1ccc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 11	-72.768135	-70.704865	8.047814	-5.606028	-4.505064	0.000000	Cc1cc(cc(c1Cl)O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 41	-72.758354	-71.493629	11.561497	-2.072468	-10.753757	0.000000	CCc1c(cc(c(c1O)O)C(Cc2ccc(c(c2)O)OC)O)NC
Clu 5, Mem 5	-72.756721	-84.450569	13.674858	-0.765408	-1.215607	0.000000	CC(=O)Nc1cc(cc(c1O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 24	-72.737831	-74.538506	14.497523	-4.546429	-8.150419	0.000000	COc1ccc(cc1O)CC(c2ccc(c(c2)O)NC=O)O
Clu 51, Mem 5	-72.713203	-77.348587	13.037718	-7.878427	-0.523910	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)[O-])C(F)(F)F)[O-])O
Clu 2, Mem 13	-72.707565	-81.476791	10.014845	-0.897455	-0.348157	0.000000	CNc1ccc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 64	-72.665649	-77.548737	14.053268	-2.594749	-6.575436	0.000000	CC(C)c1cc(cc(c1O)C[NH3+])C(Cc2ccc(c(c2)O)OC)O
Clu 53, Mem 20	-72.641663	-79.200974	9.050091	-2.108917	-0.381866	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)CO)O)C
Clu 3, Mem 54	-72.633652	-75.890404	9.625333	-0.363208	-6.005374	0.000000	CC(C)Nc1cc(ccc1O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 25	-72.629089	-92.479050	23.828522	-1.173471	-2.805075	0.000000	CCNc1c(c(cc(n1)C(Cc2ccc(c(c2)O)OC)O)CO)C(=O)N
Clu 63, Mem 3	-72.628922	-77.990784	14.852351	-2.925542	-6.564949	0.000000	Cc1c(c(c(cc1C(Cc2ccc(c(c2)O)OC)O)C(=O)N)N)C
Clu 2, Mem 24	-72.617531	-71.087372	11.027553	-0.777589	-11.780128	0.000000	CCc1c(cc(cc1N)C(Cc2ccc(c(c2)O)OC)O)N
Clu 51, Mem 15	-72.551605	-76.620186	10.944280	-6.814448	-0.061256	0.000000	CN(C)c1ccc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 34	-72.431038	-81.092842	14.957499	-2.093168	-4.202533	0.000000	CNc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)OC
Clu 48, Mem 12	-72.390884	-71.316246	12.020327	-3.742041	-9.352926	0.000000	Cc1cc(cc(c1NC=O)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 79, Mem 5	-72.334595	-88.597527	17.533251	-1.073018	-0.197298	0.000000	CCNc1cc(nc(c1[N+](=O)[O-])N)C(Cc2ccc(c(c2)O)OC)O
Clu 56, Mem 6	-72.310791	-81.044037	11.394910	-2.373220	-0.288460	0.000000	CCNc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)C(=O)OC
Clu 48, Mem 14	-72.235390	-71.327820	10.669305	-0.206210	-11.370667	0.000000	CCc1c(cc(c(c1N)C)C(Cc2ccc(c(c2)O)OC)O)N
