Name	Total Score	Steric	Desolvation	Acc	Donor	Metal	Smiles
Clu 15, Mem 23	-86.577133	-89.833565	9.171635	-5.503378	-0.411818	0.000000	Cc1c[nH]c2c1cc(cc2C[NH3+])C(Cc3ccc(c(c3)O)OC)O
Clu 28, Mem 11	-86.541306	-91.867172	8.273652	-2.786466	-0.161321	0.000000	CCNc1cc([nH+]c2c1[nH]nc2)C(Cc3ccc(c(c3)O)OC)O
Clu 23, Mem 20	-86.528198	-87.656616	12.982597	-2.069163	-9.785014	0.000000	COc1ccc(cc1O)CC(c2cc(c3c[nH]c(c3c2Cl)N)Cl)O
Head 1, Size=12	-86.500504	-86.918839	15.201785	-3.445226	-11.338228	0.000000	COc1ccc(cc1O)CC(c2cc(c(c3c2cc[nH]3)O)O)O
Clu 68, Mem 17	-86.495232	-93.215775	13.253201	-4.959916	-1.572741	0.000000	CCCNc1cc([nH+]c(c1C(=O)N)O)C(Cc2ccc(c(c2)O)OC)O
Clu 13, Mem 2	-86.494141	-90.319450	10.895313	-4.232247	-2.837760	0.000000	Cc1cc(c2cc[nH]c2c1C)C(Cc3ccc(c(c3)O)OC)O
Clu 81, Mem 7	-86.454773	-88.481018	8.887600	-4.754950	-2.106400	0.000000	CC(C)(C)c1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)NC=O
Clu 50, Mem 21	-86.443947	-86.659492	11.936786	-7.350731	-4.370502	0.000000	COc1ccc(cc1O)CC(c2cc([nH+]c(c2Cl)Cl)C(=O)N)O
Clu 48, Mem 12	-86.415123	-90.184166	11.775547	-6.159741	-1.846764	0.000000	Cc1cc(cc(c1NC=O)Cl)C(Cc2ccc(c(c2)O)OC)O
Head 50, Size=32	-86.412064	-84.706825	11.402115	-7.060354	-6.047004	0.000000	Cc1c(cc(cc1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 12, Mem 14	-86.404274	-88.475700	8.416309	-2.896692	-3.448195	0.000000	CNc1cc(cc2c1CCC2)C(Cc3ccc(c(c3)O)OC)O
Clu 1, Mem 11	-86.403618	-88.475563	13.450268	-4.177708	-7.200605	0.000000	COc1ccc(cc1O)CC(c2cc(c(c3c2cc[nH]3)O)OC)O
Clu 10, Mem 4	-86.387016	-82.010574	17.433525	-12.513231	-9.296738	0.000000	Cc1c(c(c(c(c1NC=O)C)NC=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 28, Mem 9	-86.358765	-91.459229	9.979488	-0.008563	-4.870458	0.000000	CCNc1c2[nH+]ccn2cc(n1)C(Cc3ccc(c(c3)O)OC)O
Clu 47, Mem 7	-86.341949	-82.311539	7.747799	-9.054359	-2.723839	0.000000	CCN(CC)c1ccc(cc1)C(Cc2ccc(c(c2)O)OC)O
Clu 58, Mem 2	-86.285957	-96.491295	14.363061	-0.409581	-3.748133	0.000000	CCNc1ccc(cc1C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 58, Mem 3	-86.274300	-91.943527	12.227593	-4.351624	-2.206741	0.000000	CCOC(=O)Nc1ccc(cc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 16	-86.262245	-92.430931	11.778347	-0.158647	-5.451012	0.000000	CNc1cc(c(c(c1)O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 1, Mem 12	-86.227356	-86.864944	10.300101	-4.342043	-5.320465	0.000000	Cn1ccc2c1c(c(cc2C(Cc3ccc(c(c3)O)OC)O)O)O
Clu 13, Mem 9	-86.192955	-84.816093	11.374154	-1.460233	-11.290782	0.000000	COc1ccc(cc1O)CC(c2cc(cc3c2cc[nH]3)Cl)O
Clu 12, Mem 16	-86.180237	-86.696671	10.190848	-6.142367	-3.532047	0.000000	Cc1cc(c(c2c1NCC2C)C)C(Cc3ccc(c(c3)O)OC)O
Clu 68, Mem 5	-86.176521	-91.852531	11.910412	-4.636855	-1.597553	0.000000	Cc1cc(cc(c1C)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 6, Mem 15	-86.167572	-88.224594	10.297432	-7.122140	-1.118269	0.000000	CC(C)(C)c1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 49	-86.099091	-90.109169	13.585644	-1.490891	-8.084677	0.000000	CC(=O)Nc1cc(ccc1N)C(Cc2ccc(c(c2)O)OC)O
Clu 78, Mem 3	-86.095734	-90.375412	9.044771	-2.986400	-1.778690	0.000000	Cc1c(c(c(c(c1C)N)C)C(Cc2ccc(c(c2)O)OC)O)C
Head 69, Size=2	-86.094780	-86.245720	13.440623	-6.558709	-6.730971	0.000000	CCNc1cc(c(c(c1)C(=O)N)F)C(Cc2ccc(c(c2)O)OC)O
Clu 8, Mem 10	-86.092949	-91.582199	11.067194	-5.030678	-0.547259	0.000000	CCNc1cc(cc(c1)C(Cc2ccc(c(c2)O)OC)O)C[NH+](C)C
Head 54, Size=3	-86.088104	-82.786606	8.536122	-5.046361	-6.791253	0.000000	Cc1cc(cc(c1C(Cc2ccc(c(c2)O)OC)O)C)NC
Clu 7, Mem 7	-86.077194	-94.887817	16.278532	-7.174252	-0.293655	0.000000	CC(=O)Nc1cc(cc(c1NC=O)Cl)C(Cc2ccc(c(c2)O)OC)O
Head 56, Size=9	-86.045273	-95.660141	14.439205	-2.949608	-1.874732	0.000000	Cc1cc(cc(c1NCCCl)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Head 71, Size=6	-86.040619	-90.807709	12.204241	-2.986404	-4.450736	0.000000	CN(C)c1cc(cc(c1N)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 18	-86.038498	-85.389229	11.759973	-7.306312	-5.102936	0.000000	Cc1c(cc(c(c1O)C)O)C(Cc2ccc(c(c2)O)OC)O
Head 59, Size=11	-86.035461	-87.156601	8.344769	-0.620248	-6.603385	0.000000	CCNc1ccc(c(c1)C(Cc2ccc(c(c2)O)OC)O)F
Clu 48, Mem 22	-85.977882	-88.571808	13.730272	-3.944488	-7.191857	0.000000	Cc1cc(c(c(c1NC)C)N)C(Cc2ccc(c(c2)O)OC)O
Clu 65, Mem 2	-85.973076	-88.102531	8.081381	-5.475742	-0.476189	0.000000	CC(C)(C)c1cc(cc(c1NC)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 40, Mem 6	-85.925385	-96.299339	14.018526	-2.763039	-0.881532	0.000000	Cc1cc(cc2c1NCCC2[NH2+]C)C(Cc3ccc(c(c3)O)OC)O
Clu 72, Mem 7	-85.916809	-84.920441	12.643925	-3.172278	-10.468022	0.000000	Cc1c(c(c(cc1C(Cc2ccc(c(c2)O)OC)O)C(C)[NH2+]C)O)C
Clu 8, Mem 6	-85.915100	-93.939514	16.330727	-6.771124	-1.535187	0.000000	Cc1c(cc(c(c1NC=O)C)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 56, Mem 6	-85.882416	-88.564316	11.686962	-4.104589	-4.900475	0.000000	CCNc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)C(=O)OC
Clu 23, Mem 11	-85.865906	-90.923111	11.114466	-5.019077	-1.038190	0.000000	Cc1cc2c(cc(c(c2[nH]1)C)C(Cc3ccc(c(c3)O)OC)O)O
Clu 58, Mem 12	-85.860641	-87.908485	14.564987	-4.439566	-8.077585	0.000000	CNC(=O)c1cc(ccc1NCCCl)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 42	-85.857391	-87.394081	8.446849	-3.554271	-3.355889	0.000000	Cc1cc(cc(c1N)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 50	-85.850578	-89.524887	11.288149	-5.053407	-2.560438	0.000000	CCOc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)NC
Clu 23, Mem 2	-85.782265	-94.448151	15.300081	-4.873061	-1.761135	0.000000	CC[n+]1c(cc(c2c1[nH]nc2)NC)C(Cc3ccc(c(c3)O)OC)O
Clu 55, Mem 2	-85.761551	-84.702278	11.750360	-2.617131	-10.192505	0.000000	CC(=O)Nc1cc(cc(c1O)N(C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 16, Mem 3	-85.725571	-90.624184	9.989815	-4.831347	-0.259859	0.000000	CNc1c(cc(c2c1CCO2)C(Cc3ccc(c(c3)O)OC)O)Cl
Clu 64, Mem 4	-85.703758	-85.457207	15.602306	-3.278762	-12.570095	0.000000	Cc1cc(c(cc1C(Cc2ccc(c(c2)O)OC)O)NC(=O)C)N
Clu 38, Mem 4	-85.686012	-84.651863	7.569579	-6.118118	-2.485613	0.000000	Cc1cc(c2c(c[nH]c2c1C)C)C(Cc3ccc(c(c3)O)OC)O
Clu 67, Mem 10	-85.667648	-90.882721	15.381145	-8.795238	-1.370838	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)NC=O)C(=O)N)O
Clu 12, Mem 5	-85.656326	-89.464729	11.293139	-2.493451	-4.991286	0.000000	Cc1c2c(c(c(c1C(Cc3ccc(c(c3)O)OC)O)C)N)NCC2
Clu 7, Mem 26	-85.647705	-90.813499	9.331770	-3.646665	-0.519314	0.000000	CCNc1cc([nH+]c(c1C(=O)OC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 15, Mem 14	-85.641380	-82.442314	15.975183	-1.273510	-17.900742	0.000000	Cc1c2c(c(cc([nH+]2)C(Cc3ccc(c(c3)O)OC)O)NC)n[nH]1
Clu 0, Mem 84	-85.618141	-96.428154	15.501500	-2.640687	-2.050816	0.000000	CNc1c(c(cc([nH+]1)C(Cc2ccc(c(c2)O)OC)O)COC)C(=O)N
Clu 3, Mem 23	-85.583565	-89.274925	8.023325	-3.406327	-0.925639	0.000000	CCNc1cc(ccc1C)C(Cc2ccc(c(c2)O)OC)O
Head 5, Size=17	-85.576004	-91.486900	14.764750	-4.829509	-4.024345	0.000000	Cc1c(cc(cc1NC(=O)C)C(Cc2ccc(c(c2)O)OC)O)NC
Clu 12, Mem 25	-85.536575	-92.632629	9.797759	-1.079246	-1.622459	0.000000	Cc1cc(c(c2c1CCN2)C)C(Cc3ccc(c(c3)O)OC)O
Clu 12, Mem 29	-85.523926	-93.220520	15.227993	-5.013284	-2.518121	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)N)CNC3=O)O
Clu 53, Mem 21	-85.523422	-83.388016	9.825663	-5.341163	-6.619902	0.000000	CCc1c(c(c(c(c1O)O)Cl)C(Cc2ccc(c(c2)O)OC)O)C
Clu 2, Mem 2	-85.523369	-89.079971	8.209190	-3.217170	-1.435428	0.000000	CNc1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)Cl
Head 45, Size=1	-85.514168	-87.152824	11.351069	-2.365170	-7.347244	0.000000	[H]N=C1CC(Cc2c1c(c[nH]2)C)C(Cc3ccc(c(c3)O)OC)O
Head 62, Size=10	-85.452713	-86.503799	14.015854	-3.081599	-9.883170	0.000000	CC(=O)Nc1cc(cc(c1)O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 3	-85.431847	-90.535965	14.062637	-4.448900	-4.509625	0.000000	Cc1cc(cc(c1NC)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 28, Mem 15	-85.421417	-95.762680	13.964918	-1.989416	-1.634245	0.000000	C[NH2+]Cc1cc(cc2c1[nH]cc2Cl)C(Cc3ccc(c(c3)O)OC)O
Clu 6, Mem 12	-85.420799	-89.391571	8.801874	-3.928365	-0.902731	0.000000	Cc1cc(cc(c1[O-])C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 14	-85.419029	-82.108681	12.114697	-5.237051	-10.187995	0.000000	CCc1c(cc(c(c1N)C)C(Cc2ccc(c(c2)O)OC)O)N
Clu 48, Mem 2	-85.392708	-85.981071	10.799100	-3.989606	-6.221130	0.000000	CCNc1ccc(cc1F)C(Cc2ccc(c(c2)O)OC)O
Clu 9, Mem 8	-85.389313	-85.739471	12.216915	-0.979018	-10.887741	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)C)NC(=O)C)C
Clu 0, Mem 75	-85.387917	-92.078461	12.659822	-2.535777	-3.433513	0.000000	CCNc1cc(cc(c1OCC)OC)C(Cc2ccc(c(c2)O)OC)O
Head 16, Size=3	-85.384651	-88.407555	12.496459	-6.247398	-3.226163	0.000000	Cc1cc(c2c(c1NC=O)NCC2)C(Cc3ccc(c(c3)O)OC)O
Clu 3, Mem 36	-85.378464	-86.928596	8.318885	-3.439699	-3.329065	0.000000	Cc1cc(cc(c1N)C)C(Cc2ccc(c(c2)O)OC)O
Clu 63, Mem 3	-85.374733	-81.771492	16.202604	-15.330524	-4.475327	0.000000	Cc1c(c(c(cc1C(Cc2ccc(c(c2)O)OC)O)C(=O)N)N)C
Clu 55, Mem 6	-85.354683	-92.101982	17.877871	-1.307840	-9.822736	0.000000	CNc1c(c(nc(n1)C(Cc2ccc(c(c2)O)OC)O)C(F)(F)F)N
Clu 56, Mem 2	-85.324036	-93.978348	14.730869	-5.407798	-0.668762	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)NCCCl)C(=O)N)O
Clu 40, Mem 15	-85.301117	-75.600815	12.409548	-6.554750	-15.555098	0.000000	COc1ccc(cc1O)CC(c2ccc3c(c2)C(CCN3)[NH3+])O
Clu 17, Mem 5	-85.288925	-87.532143	10.332153	-7.528506	-0.560426	0.000000	CNc1cc[nH+]c2c1cc(cc2)C(Cc3ccc(c(c3)O)OC)O
Clu 11, Mem 6	-85.282768	-85.879982	9.182280	-5.188989	-3.396072	0.000000	Cc1cc(c2c(c1C)NCC2C)C(Cc3ccc(c(c3)O)OC)O
Clu 30, Mem 3	-85.277687	-78.562012	11.457806	-3.937606	-14.235881	0.000000	COc1ccc(cc1O)CC(c2ccc3c(c2)[nH]c[nH+]3)O
Clu 0, Mem 40	-85.268059	-92.159103	14.919127	-5.273634	-2.754447	0.000000	CCCc1c(cc(cc1NC)C(Cc2ccc(c(c2)O)OC)O)C(=O)N
Clu 12, Mem 18	-85.216248	-89.297470	14.767447	-2.427548	-8.258678	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)C(=O)N)NCC3)O
Clu 9, Mem 3	-85.216194	-85.827553	8.413196	-3.306211	-4.495639	0.000000	CCNc1c(c(c(c(c1C)C)C(Cc2ccc(c(c2)O)OC)O)C)C
Clu 50, Mem 7	-85.213097	-85.698189	11.481704	-5.418835	-5.577779	0.000000	COc1ccc(cc1O)CC(c2cc(c(cc2Cl)O)N)O
Clu 27, Mem 6	-85.156212	-88.734581	9.290146	-5.227273	-0.484510	0.000000	CNc1cc([nH+]c2c1cccc2Cl)C(Cc3ccc(c(c3)O)OC)O
Clu 68, Mem 24	-85.154175	-87.632744	15.423133	-2.191058	-10.753507	0.000000	COc1ccc(cc1O)CC(c2ccc(c(c2)NC(=O)OC)N)O
Head 7, Size=26	-85.146729	-86.674377	15.540297	-2.687377	-11.325279	0.000000	CCNc1ccc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Head 78, Size=3	-85.133545	-81.127655	12.297662	-6.374911	-9.928640	0.000000	CCc1c(c(c(c(c1O)O)O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 55	-85.126411	-85.523041	10.960617	-3.970433	-6.593562	0.000000	Cc1c(ccc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 53, Mem 8	-85.115417	-94.356293	10.163321	-0.006479	-0.915980	0.000000	CCNc1c(c(c(c(c1C)C(Cc2ccc(c(c2)O)OC)O)C)C)C
Clu 53, Mem 17	-85.109749	-90.208473	19.013998	-0.416003	-13.499268	0.000000	Cc1c(cnc(c1NC=O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 81, Mem 2	-85.104630	-89.328918	15.635036	-3.055395	-8.355358	0.000000	CC(=O)Nc1cc(cc(c1OC)O)C(Cc2ccc(c(c2)O)OC)O
Clu 12, Mem 30	-85.103127	-84.066170	13.987815	-4.974618	-10.050151	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)O)CNC3=O)O
Clu 2, Mem 16	-85.095161	-84.292534	10.774413	-4.561779	-7.015263	0.000000	Cc1cc(c(c(c1O)O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 72, Mem 4	-85.087006	-81.451660	15.839291	-7.768744	-11.705899	0.000000	CCNC(=O)c1cc(cc(c1O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 4, Mem 11	-85.082039	-87.149834	11.960768	-4.693708	-5.199268	0.000000	CCc1c(cc(c(c1O)O)C(Cc2ccc(c(c2)O)OC)O)NCC
Clu 0, Mem 78	-85.072456	-89.306190	7.644790	-2.554200	-0.856857	0.000000	CCc1cc(cc(c1NC)C(C)(C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 94	-85.069756	-100.819572	19.509256	-2.422972	-1.336472	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)C(=O)N)NC=O)O
Clu 65, Mem 6	-85.066483	-92.357246	11.923729	-3.677930	-0.955037	0.000000	CCNc1ccc(cc1C(=O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 5	-85.057777	-86.145134	8.033706	-1.724561	-5.221788	0.000000	CCNc1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 5, Mem 16	-85.006943	-89.232910	15.348299	-2.561578	-8.560755	0.000000	CCc1cc(cc(c1O)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 34, Mem 4	-84.975807	-78.116142	15.185434	-5.325786	-16.719315	0.000000	Cc1c2c(cc(cc2O)C(Cc3ccc(c(c3)O)OC)O)n[nH]1
Clu 67, Mem 18	-84.942619	-87.005577	13.096020	-8.317032	-2.716028	0.000000	CC(C)c1cc(cc(c1NC(=O)C)O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 57	-84.930740	-93.540695	13.218737	-4.366804	-0.241994	0.000000	Cc1cc(cc(c1OC)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 67, Mem 13	-84.928337	-91.610451	12.654325	-3.870645	-2.101566	0.000000	Cc1cc(c(c(c1NC(=O)C)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 3	-84.918541	-91.383568	9.566204	-2.231164	-0.870014	0.000000	Cc1cc(c(c(c1C)C(Cc2ccc(c(c2)O)OC)O)C)NC
Clu 3, Mem 10	-84.883057	-82.744476	11.356602	-4.043757	-9.451419	0.000000	Cc1cc(cc(c1O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 4, Mem 9	-84.880646	-92.839470	10.174263	-1.134005	-1.081437	0.000000	CCc1c(cc(c(c1N)CC)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 5	-84.859917	-86.234329	14.304905	-5.456719	-7.473776	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)N)NC=O)C
Clu 0, Mem 28	-84.819214	-93.355606	12.374020	-2.589333	-1.248291	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)N)NC=O)C#C)O
Clu 3, Mem 48	-84.816948	-89.650894	12.948558	-1.255717	-6.858899	0.000000	CC(=O)Nc1cc(ccc1O)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 29	-84.801186	-82.676361	8.928188	-6.765086	-4.287923	0.000000	Cc1c(c(cc(c1C)O)C(Cc2ccc(c(c2)O)OC)O)C
Clu 53, Mem 11	-84.800034	-89.289917	10.542063	-5.312737	-0.739441	0.000000	CNC(=O)c1cc(cc(c1O)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 58, Mem 13	-84.779900	-84.422302	8.525812	-5.327135	-3.556278	0.000000	CC=CCc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Head 83, Size=1	-84.763657	-90.933968	12.393259	-1.461461	-4.761491	0.000000	CC(C)C(C)Nc1c(cc(cc1F)C(Cc2ccc(c(c2)O)OC)O)O
Clu 68, Mem 22	-84.761879	-97.591530	17.707788	-1.552894	-3.325252	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)NC(=O)OC)OC)N)O
Clu 53, Mem 16	-84.741127	-92.125938	15.245074	-4.206840	-3.653419	0.000000	Cc1c(cc(c(c1NC=O)O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 54	-84.737907	-90.563622	12.767576	-6.405531	-0.536332	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)OC)NC=O)O
Clu 40, Mem 8	-84.707008	-95.903641	14.394701	-2.566706	-0.631366	0.000000	C[NH2+]C1CCNc2c1cc(cc2Cl)C(Cc3ccc(c(c3)O)OC)O
Head 33, Size=1	-84.705940	-82.528206	11.179214	-2.551651	-10.805291	0.000000	CNc1c2c(cccc2O)c([nH]1)C(Cc3ccc(c(c3)O)OC)O
Clu 3, Mem 27	-84.690849	-88.889709	7.547365	-2.885483	-0.463017	0.000000	CNc1cc(c(cc1Cl)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 7, Mem 2	-84.682129	-89.653900	17.418217	-2.511255	-9.935187	0.000000	CNc1cc(ccc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 29	-84.660522	-81.351585	7.352858	-1.973588	-8.688206	0.000000	[H]N=Cc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)C
Clu 3, Mem 60	-84.656204	-84.165611	9.463963	-3.990267	-5.964292	0.000000	Cc1ccc(cc1C(Cc2ccc(c(c2)O)OC)O)NC
Clu 9, Mem 2	-84.655937	-87.946892	13.766867	-0.410873	-10.065042	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)NC=O)NC)C
Clu 8, Mem 9	-84.633743	-94.089935	13.701363	-3.390664	-0.854499	0.000000	C[NH+](C)Cc1cc(cc(c1O)NC=O)C(Cc2ccc(c(c2)O)OC)O
Head 79, Size=7	-84.626686	-91.418678	12.531594	-3.803192	-1.936403	0.000000	CNc1c(c([nH+]c(c1Cl)C(Cc2ccc(c(c2)O)OC)O)Cl)C(=O)N
Clu 19, Mem 2	-84.593643	-84.599594	10.834095	-2.923884	-7.904263	0.000000	COc1ccc(cc1O)CC(c2ccc(c3c2CCCN3)O)O
Clu 15, Mem 28	-84.561775	-82.758942	16.443090	-1.341707	-16.904215	0.000000	Cc1c2c(c(nc(n2)C(Cc3ccc(c(c3)O)OC)O)NC)[nH]n1
Clu 6, Mem 5	-84.557930	-91.388779	11.575365	-3.154288	-1.590229	0.000000	Cc1cc(cc(c1NC)C(=O)NO)C(Cc2ccc(c(c2)O)OC)O
Clu 67, Mem 6	-84.556160	-90.219833	12.144378	-4.083113	-2.397595	0.000000	Cc1cc(cc(c1NC(=O)C)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 40, Mem 9	-84.554077	-87.543274	11.432959	-6.696606	-1.747153	0.000000	Cc1cc(cc2c1NCNC2=O)C(Cc3ccc(c(c3)O)OC)O
Clu 3, Mem 6	-84.548836	-80.773766	13.867154	-5.896814	-11.745401	0.000000	Cc1cc(cc(c1O)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 13	-84.545143	-87.554527	8.571946	-2.726261	-2.836296	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)Cl)O)C
Head 73, Size=7	-84.518440	-90.134514	10.204514	-3.567428	-1.021009	0.000000	Cc1c(cc(cc1NC)C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 15	-84.516304	-88.771965	10.085128	-4.227087	-1.602371	0.000000	Cc1c(c(c(c(c1Cl)[O-])Cl)C)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 16	-84.466240	-83.111938	8.436501	-6.156182	-3.634620	0.000000	Cc1cc(c(c(c1NC=O)C)Cl)C(Cc2ccc(c(c2)O)OC)O
Head 25, Size=1	-84.432999	-87.139183	10.623541	-5.627889	-2.289466	0.000000	CNc1cc[nH+]c2c1cc(s2)C(Cc3ccc(c(c3)O)OC)O
Clu 35, Mem 3	-84.428108	-87.918800	11.795938	-7.359700	-0.945542	0.000000	CNc1c(cc(c2c1scn2)C(Cc3ccc(c(c3)O)OC)O)Cl
Clu 3, Mem 19	-84.419334	-84.414177	11.548786	-6.817350	-4.736596	0.000000	Cc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Clu 81, Mem 10	-84.399498	-82.346848	13.502594	-4.733618	-10.821624	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)NC(=O)N)OC)N)O
Clu 59, Mem 6	-84.380013	-87.224838	11.775581	-1.716534	-7.214220	0.000000	CCNc1cc(c(c(c1)O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 24	-84.368416	-91.947105	11.320222	-2.791833	-0.949709	0.000000	CNc1cc(cc(c1OC)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 18, Mem 3	-84.361443	-94.981163	12.305273	-0.000127	-1.685423	0.000000	Cc1c(cc2c(c1NC=O)NCC2)C(Cc3ccc(c(c3)O)OC)O
Clu 81, Mem 4	-84.353882	-88.086761	14.395912	-7.187875	-3.475156	0.000000	CCc1c(cc(cc1NC(=O)C)C(Cc2ccc(c(c2)O)OC)O)N
Clu 72, Mem 2	-84.346519	-89.814400	13.323575	-0.625231	-7.230469	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)N)O)C(=O)OC)O
Clu 48, Mem 9	-84.337166	-81.020424	8.552641	-2.912165	-8.957209	0.000000	CCNc1cc(c(c(c1C)C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 40, Mem 14	-84.333847	-87.526268	12.411557	-3.867792	-5.351347	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)Cl)NCCC3[NH3+])O
Clu 0, Mem 55	-84.309174	-86.453415	12.512452	-3.374730	-6.993477	0.000000	[H]N=Cc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)O
Clu 28, Mem 7	-84.293083	-74.129143	18.997503	-10.672977	-18.488455	0.000000	CCNc1c2c(cc[nH]2)nc(n1)C(Cc3ccc(c(c3)O)OC)O
Clu 67, Mem 15	-84.283180	-86.010361	12.552639	-4.672248	-6.153210	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)O)OC(F)F)O)O
Clu 6, Mem 4	-84.282936	-86.264442	11.888807	-3.154379	-6.752932	0.000000	CC(C)(C)c1cc(cc(c1O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 67, Mem 11	-84.269104	-91.810669	15.728359	-7.150734	-1.036050	0.000000	Cc1cc(cc(c1NC=O)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 14, Mem 4	-84.248810	-81.613487	13.983056	-4.611264	-12.007115	0.000000	COc1ccc(cc1O)CC(c2cc(c(c3c2C[NH2+]C3)O)O)O
Clu 3, Mem 63	-84.245834	-83.923599	9.541172	-4.727569	-5.135840	0.000000	CN(C)c1cc(ccc1O)C(Cc2ccc(c(c2)O)OC)O
Clu 23, Mem 18	-84.212479	-77.679688	7.629245	-0.032287	-14.129747	0.000000	COc1ccc(cc1O)CC(c2cc3c(cc[nH]3)c(c2)Cl)O
Head 38, Size=4	-84.195732	-83.171349	12.617981	-2.050564	-11.591805	0.000000	Cc1c([nH]c2c1c(ccc2O)C(Cc3ccc(c(c3)O)OC)O)C
Clu 3, Mem 57	-84.155518	-88.521584	11.101586	-2.182242	-4.553273	0.000000	CC(C)c1cc(cc(c1O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 68, Mem 15	-84.150345	-81.645531	17.123159	-11.696231	-7.931743	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)NC(=O)[O-])O)N)O
