Name	Total Score	Steric	Desolvation	Acc	Donor	Metal	Smiles
Clu 13, Mem 4	-89.939751	-82.259018	13.365922	-4.484571	-16.562090	0.000000	Cc1c[nH]c2c1c(ccc2O)C(Cc3ccc(c(c3)O)OC)O
Clu 27, Mem 3	-89.938667	-89.223183	10.699638	-7.099199	-4.315922	0.000000	COc1ccc(cc1O)CC(c2cc3c(cc[nH+]c3c(c2)OC)N)O
Clu 21, Mem 4	-89.934082	-86.984825	12.836761	-0.799727	-14.986291	0.000000	Cc1c(c(c2c(c1C(Cc3ccc(c(c3)O)OC)O)cn[nH]2)N)C
Clu 12, Mem 22	-89.891060	-93.268921	9.710073	-5.052584	-1.279625	0.000000	Cc1cc(cc2c1CCN2)C(Cc3ccc(c(c3)O)OC)O
Clu 58, Mem 9	-89.884010	-92.488136	10.397213	-5.201669	-2.591415	0.000000	CCCOc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)NCC
Clu 2, Mem 9	-89.873344	-86.011742	11.242609	-4.112887	-10.991321	0.000000	CNc1ccc(cc1O)C(Cc2ccc(c(c2)O)OC)O
Clu 23, Mem 10	-89.868568	-95.028725	10.793725	-3.142891	-2.490681	0.000000	COc1ccc(cc1O)CC(c2cc3cc[nH]c3c(c2)Cl)O
Clu 59, Mem 4	-89.824799	-92.969398	8.157553	-0.508114	-4.504842	0.000000	CCNc1ccc(c(c1)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 0, Mem 47	-89.812698	-92.795120	10.201818	-4.041550	-3.177844	0.000000	CCOc1cc(cc(c1NC)OCC)C(Cc2ccc(c(c2)O)OC)O
Head 2, Size=30	-89.771111	-87.422554	9.210196	-3.701422	-7.857336	0.000000	Cc1cc(cc(c1NC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 64, Mem 5	-89.762840	-83.586235	12.436486	-6.620851	-11.992249	0.000000	Cc1cc(c(cc1C(Cc2ccc(c(c2)O)OC)O)NC(C)C)O
Clu 69, Mem 2	-89.732735	-98.940994	10.691064	-1.272331	-0.210471	0.000000	CCNc1cc(c(c([nH+]1)C(=O)OC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 5, Mem 13	-89.725212	-93.716553	13.611700	-1.025138	-8.595219	0.000000	Cc1c(cc(c(c1Cl)O)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 3	-89.660118	-86.553902	9.731129	-6.397051	-6.440304	0.000000	Cc1cc(c(c(c1NC)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 73, Mem 4	-89.655472	-89.563637	10.569152	-4.671098	-5.989886	0.000000	Cc1c(cc(c(c1O)O)C(C)(C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 95	-89.608200	-98.178635	12.613085	-3.499421	-0.543220	0.000000	CN(C)c1cc(cc(c1OC)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 40, Mem 2	-89.589607	-92.457855	11.270061	-1.471177	-6.930641	0.000000	CC1CCc2c(cc(cc2O)C(Cc3ccc(c(c3)O)OC)O)N1
Head 39, Size=1	-89.585205	-90.885986	10.911643	-6.415573	-3.195287	0.000000	Cc1cc[nH+]c2c1c(ccc2[O-])C(Cc3ccc(c(c3)O)OC)O
Clu 31, Mem 4	-89.583122	-91.502792	8.646314	-1.868481	-4.858168	0.000000	Cc1c2ccccc2c(cc1NC)C(Cc3ccc(c(c3)O)OC)O
Clu 40, Mem 18	-89.561615	-93.645401	9.386794	-2.748000	-2.555008	0.000000	CC1CCc2cc(cc(c2N1)Cl)C(Cc3ccc(c(c3)O)OC)O
Head 77, Size=1	-89.540718	-88.491196	15.663748	-2.059747	-14.653525	0.000000	CCOC(=O)Nc1cc(cc(c1O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 68, Mem 7	-89.470207	-80.583519	14.052348	-6.351240	-16.587811	0.000000	C[NH+](C)Cc1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 17, Mem 10	-89.452347	-94.344849	10.755239	-4.399379	-1.463362	0.000000	Cc1c[nH+]c2ccc(cc2c1NC)C(Cc3ccc(c(c3)O)OC)O
Clu 51, Mem 8	-89.449203	-99.442612	15.626301	-0.503031	-5.129857	0.000000	CNc1cc(ccc1C(=O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 76, Mem 2	-89.423409	-93.109779	11.662189	-0.753665	-7.222148	0.000000	Cc1c(c(cc(c1C)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O)C
Head 52, Size=9	-89.365227	-93.488388	12.381020	-6.204355	-2.053501	0.000000	CNc1ccc(cc1NC(=O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 51, Mem 6	-89.351830	-90.834145	11.902340	-5.288231	-5.131789	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)N)C(F)(F)F)N)O
Clu 54, Mem 3	-89.338303	-90.099869	9.759066	-4.116426	-4.881073	0.000000	CCNc1cc(c(c(c1)C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 18, Mem 4	-89.321518	-94.672943	8.660530	-2.919666	-0.389442	0.000000	CCNc1cc(cc2c1CCC2)C(Cc3ccc(c(c3)O)OC)O
Clu 15, Mem 24	-89.288437	-95.697014	10.770891	-3.219317	-1.142998	0.000000	CCn1ccc2c1cc(cc2NC)C(Cc3ccc(c(c3)O)OC)O
Clu 12, Mem 20	-89.259895	-86.865898	10.062765	-4.799126	-7.657645	0.000000	Cc1cc(cc2c1NC(C2C)C)C(Cc3ccc(c(c3)O)OC)O
Clu 0, Mem 30	-89.177216	-90.373604	11.217941	-6.672914	-3.348636	0.000000	CCNc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)OC
Clu 48, Mem 13	-89.158264	-89.649872	13.109623	-6.495664	-6.122364	0.000000	Cc1c(cc(c(c1O)OC)O)C(Cc2ccc(c(c2)O)OC)O
Clu 58, Mem 11	-89.081924	-94.004715	15.531086	-6.516583	-4.091713	0.000000	CCC(=O)Nc1c(cc(nc1NC)C(Cc2ccc(c(c2)O)OC)O)C
Clu 5, Mem 14	-89.072495	-94.224083	13.914660	-1.691824	-7.071245	0.000000	Cc1c(cc(c(c1O)C)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 4	-89.053780	-87.948334	9.407563	-3.485461	-7.027544	0.000000	CCNc1c(cc(cc1C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 23, Mem 12	-89.004829	-82.715019	9.451241	-3.617797	-12.123256	0.000000	Cc1cc(c(c2c1[nH]cc2)C)C(Cc3ccc(c(c3)O)OC)O
Clu 7, Mem 21	-89.003647	-93.855125	14.746704	-0.363591	-9.531639	0.000000	CC[NH2+]Cc1cc(cc(c1NC=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 15	-88.996971	-88.262581	11.581712	-1.027629	-11.288479	0.000000	Cc1cc(c(c(c1NC=O)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 15, Mem 20	-88.993523	-80.532845	12.103629	-5.147327	-15.416986	0.000000	Cc1c[nH]c2c1cc(c(c2Cl)Cl)C(Cc3ccc(c(c3)O)OC)O
Clu 40, Mem 11	-88.976158	-96.474586	14.306307	-4.940237	-1.867631	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)Cl)NCNC3=O)O
Clu 51, Mem 9	-88.963600	-89.068657	6.953259	-0.146230	-6.701973	0.000000	CNc1cc([nH+]cc1C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 58, Mem 5	-88.936462	-87.630829	9.340218	-6.647024	-3.998830	0.000000	CCCNc1c(cc(cc1C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 58, Mem 6	-88.920837	-102.003860	17.322819	-2.243585	-1.996205	0.000000	CCNc1cc(ccc1CNC=O)C(Cc2ccc(c(c2)O)OC)O
Head 65, Size=6	-88.894806	-88.240265	8.030595	-6.418889	-2.266257	0.000000	CCNc1ccc(cc1C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 15, Mem 3	-88.877251	-93.868942	17.839016	-0.871536	-11.975785	0.000000	CNc1cc(cc2c1n[nH]c2Cl)C(Cc3ccc(c(c3)O)OC)O
Clu 67, Mem 21	-88.842743	-91.697395	16.442327	-1.010690	-12.576988	0.000000	CC(=O)Nc1ccc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 55, Mem 9	-88.803879	-86.089516	11.763464	-4.094677	-10.383154	0.000000	CC(C)c1cc(cc(c1O)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 43, Mem 2	-88.786629	-86.479614	11.007787	-5.940114	-7.374685	0.000000	COc1ccc(cc1O)CC(c2cc(c(c3c2scc3)O)CO)O
Clu 51, Mem 15	-88.775436	-85.475220	13.426947	-12.400720	-4.326453	0.000000	CN(C)c1ccc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 47, Mem 2	-88.772041	-89.247963	10.258116	-3.498351	-6.283849	0.000000	CNc1ccc(c(c1)F)C(Cc2ccc(c(c2)O)OC)O
Clu 53, Mem 15	-88.770378	-86.254936	13.041210	-6.999624	-8.557030	0.000000	CCc1c(cc(c(c1NC=O)C)C(Cc2ccc(c(c2)O)OC)O)N
Clu 73, Mem 5	-88.766426	-91.050629	10.379906	-4.988809	-3.106892	0.000000	CC(C)(C)c1cc(c(c(c1O)O)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 5, Mem 12	-88.763412	-92.646294	13.513113	-0.748473	-8.881759	0.000000	Cc1c(c(c(cc1C(Cc2ccc(c(c2)O)OC)O)NC(=O)C)O)C
Clu 17, Mem 7	-88.734283	-94.103966	9.467498	-3.053589	-1.044235	0.000000	Cc1cc(cc2c1[nH+]ccc2N)C(Cc3ccc(c(c3)O)OC)O
Clu 9, Mem 6	-88.733833	-95.713402	10.837838	-3.000428	-0.857852	0.000000	Cc1c(c(c(cc1C(Cc2ccc(c(c2)O)OC)O)NC)C(=O)OC)C
Head 58, Size=13	-88.703369	-85.339081	14.700422	-6.046029	-12.018682	0.000000	CNc1cc(ccc1CNC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 1, Mem 4	-88.700035	-80.020470	12.904962	-4.976542	-16.607996	0.000000	Cc1c[nH]c2c1c(cc(c2O)O)C(Cc3ccc(c(c3)O)OC)O
Clu 6, Mem 14	-88.666779	-87.687515	11.595409	-3.291642	-9.283031	0.000000	CC(C)(C)c1cc(cc(c1O)N)C(Cc2ccc(c(c2)O)OC)O
Head 23, Size=21	-88.662277	-81.316521	11.733760	-4.101907	-14.977605	0.000000	Cc1c2cc[nH]c2c(cc1C(Cc3ccc(c(c3)O)OC)O)O
Clu 23, Mem 7	-88.632980	-85.238258	11.623981	-2.842206	-12.176501	0.000000	Cc1c[nH]c2c1c(c(cc2Cl)C(Cc3ccc(c(c3)O)OC)O)Cl
Clu 12, Mem 6	-88.630722	-89.747803	11.989291	-3.313110	-7.559104	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)CO)NCC3)O
Head 53, Size=21	-88.574677	-94.875923	9.808168	-2.788459	-0.718462	0.000000	CCNc1c(c(cc(c1C)C(Cc2ccc(c(c2)O)OC)O)C)C
Clu 14, Mem 3	-88.552788	-87.241173	9.455265	-6.304718	-4.462162	0.000000	COc1ccc(cc1O)CC(c2cc(c(c3c2CCC3)O)O)O
Head 68, Size=25	-88.503708	-89.999374	14.592398	-1.600340	-11.496379	0.000000	CC[NH2+]Cc1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Head 70, Size=3	-88.492592	-97.451645	13.605047	-4.259405	-0.386584	0.000000	CCOC(=O)c1cc(cc(c1O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 79, Mem 4	-88.442818	-94.073380	9.514673	-3.195302	-0.688810	0.000000	Cc1cc(cc(c1C(C)(C)C)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 16, Mem 2	-88.407761	-87.213974	16.212091	-4.979539	-12.426338	0.000000	COc1ccc(cc1O)CC(c2ccc(c3c2CCN3)NC=O)O
Head 6, Size=15	-88.403534	-86.473816	11.560747	-4.135392	-9.355080	0.000000	CNc1c(cc(cc1N)C(Cc2ccc(c(c2)O)OC)O)C(F)(F)F
Clu 5, Mem 6	-88.391701	-92.812180	13.693062	-1.721123	-7.551456	0.000000	Cc1cc(cc(c1O)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 62, Mem 10	-88.362381	-92.645065	10.282923	-4.207746	-1.792488	0.000000	Cc1cc(cc(c1O)NC(C)(C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 51, Mem 10	-88.345604	-95.036308	16.225380	-4.283947	-5.250721	0.000000	Cc1c(ccc(c1NC)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 53, Mem 14	-88.301643	-88.665245	10.625362	-3.804775	-6.456990	0.000000	CCNc1c(ccc(c1C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 30, Mem 5	-88.296104	-95.123909	13.709221	-3.853039	-3.028370	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)F)[nH]nc3N)O
Clu 19, Mem 4	-88.279778	-89.605316	10.995970	-4.138690	-5.531742	0.000000	COc1ccc(cc1O)CC(c2cc(c(c3c2CCCC3)O)O)O
Clu 15, Mem 15	-88.270302	-92.105728	14.480038	-4.553192	-6.091419	0.000000	Cc1c[nH]c2c1c(nc(n2)C(Cc3ccc(c(c3)O)OC)O)NC
Clu 40, Mem 24	-88.236282	-93.073044	11.613602	-6.094358	-0.682478	0.000000	CC1CCNc2c1cc(cc2OC)C(Cc3ccc(c(c3)O)OC)O
Clu 13, Mem 3	-88.226410	-82.875320	13.635136	-3.170798	-15.815425	0.000000	COc1ccc(cc1O)CC(c2ccc(c3c2c(c[nH]3)Cl)N)O
Clu 6, Mem 2	-88.190521	-94.301765	9.626453	-3.093174	-0.422045	0.000000	Cc1cc(cc(c1NC)C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 49, Mem 2	-88.186447	-93.025780	10.818283	-3.863006	-2.115942	0.000000	CCN(CC)c1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Clu 23, Mem 6	-88.179955	-92.634369	10.222522	-2.997045	-2.771067	0.000000	Cc1cc(c(c2c1[nH]cc2C)C)C(Cc3ccc(c(c3)O)OC)O
Clu 15, Mem 25	-88.178749	-95.452492	11.069387	-2.697749	-1.097901	0.000000	Cc1c([nH]c2c1cc(cc2F)C(Cc3ccc(c(c3)O)OC)O)C
Clu 0, Mem 63	-88.168045	-97.392006	13.305096	-2.119532	-1.961610	0.000000	CCc1c(cc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O)NC=O
Clu 5, Mem 9	-88.135246	-86.724907	13.741716	-6.219481	-8.932574	0.000000	CNc1cc([nH+]c(c1N)NC(=O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 23, Mem 3	-88.132561	-92.152634	7.402736	-3.102486	-0.280175	0.000000	Cc1cc(cc2c1[nH]cc2C)C(Cc3ccc(c(c3)O)OC)O
Clu 30, Mem 6	-88.101608	-78.914185	11.544065	-3.185405	-17.546072	0.000000	COc1ccc(cc1O)CC(c2ccc3c(c2Cl)c(c[nH]3)O)O
Clu 12, Mem 15	-87.987656	-92.701744	10.086870	-3.831019	-1.541764	0.000000	Cc1cc(c(c2c1C(CN2)C)C)C(Cc3ccc(c(c3)O)OC)O
Clu 8, Mem 12	-87.976189	-96.137253	12.585317	-3.343370	-1.080877	0.000000	CCNc1c(c(cc([nH+]1)C(=O)OC)C(Cc2ccc(c(c2)O)OC)O)C
Clu 70, Mem 3	-87.917740	-88.011047	14.944372	-2.738241	-12.112826	0.000000	CCNC(=O)c1cc(cc(c1)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 12, Mem 19	-87.838120	-87.948967	10.720956	-5.606709	-5.003397	0.000000	Cc1c(c2c(cc1C(Cc3ccc(c(c3)O)OC)O)CCN2)C
Clu 5, Mem 5	-87.831879	-94.606964	17.385353	-1.346370	-9.263902	0.000000	CC(=O)Nc1cc(cc(c1O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 52, Mem 6	-87.830322	-85.751678	11.635749	-2.993169	-10.721233	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)O)NC(=O)OC)O
Clu 40, Mem 20	-87.812958	-95.736038	13.927000	-5.010576	-0.993344	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)OC)NCCC3[NH3+])O
Head 43, Size=2	-87.811356	-83.681847	16.499012	-4.439773	-16.188744	0.000000	COc1ccc(cc1O)CC(c2cc(cc3c2cc[nH]3)C(=O)N)O
Clu 4, Mem 4	-87.801987	-88.449188	9.764124	-2.435411	-6.681518	0.000000	Cc1c(c(c(c(c1C)NC)C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 7, Mem 16	-87.785233	-96.429520	12.916333	-2.854295	-1.417751	0.000000	CCNc1cc([nH+]c(c1C(=O)NC)O)C(Cc2ccc(c(c2)O)OC)O
Clu 23, Mem 19	-87.756981	-96.994095	9.310231	-0.067371	-0.005749	0.000000	Cc1cc(c(c2c1cc[nH]2)C)C(Cc3ccc(c(c3)O)OC)O
Clu 58, Mem 8	-87.733910	-95.636086	13.365468	-4.412778	-1.050509	0.000000	CCCNc1c(cc(cc1C(=O)N)C(Cc2ccc(c(c2)O)OC)O)C
Clu 48, Mem 18	-87.732483	-85.416840	10.096237	-1.124535	-11.287351	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)C)NC=O)C
Clu 0, Mem 59	-87.720673	-96.796989	11.308939	-2.122679	-0.109939	0.000000	CC(C)c1cc(cc(c1OC)NC)C(Cc2ccc(c(c2)O)OC)O
Head 63, Size=11	-87.714317	-87.890640	9.220352	-4.241717	-4.802312	0.000000	CNc1cc(c(cc1C(=O)N)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 27, Mem 5	-87.693222	-93.831284	9.347799	-2.997206	-0.212528	0.000000	CNc1cc([nH+]c2c1cccc2F)C(Cc3ccc(c(c3)O)OC)O
Clu 6, Mem 10	-87.674103	-93.267632	10.375164	-2.936385	-1.845250	0.000000	Cc1cc(cc(c1NC)C(=O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 23, Mem 21	-87.652870	-88.570869	6.563724	-4.284235	-1.361483	0.000000	Cc1c(c2c(cc[nH]2)c(c1C(Cc3ccc(c(c3)O)OC)O)C)C
Clu 8, Mem 11	-87.652817	-94.152779	12.993044	-5.458717	-1.034369	0.000000	CCCc1cc(cc(c1O)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 17, Mem 6	-87.637901	-89.511391	10.105576	-4.297772	-3.934310	0.000000	COc1ccc(cc1O)CC(c2cc3c(cc[nH+]c3c(c2)Cl)N)O
Clu 3, Mem 56	-87.624153	-88.681084	11.764970	-5.713230	-4.994803	0.000000	CC(C)c1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 37	-87.619270	-99.598991	14.815102	-2.612566	-0.222817	0.000000	CCc1c(cc(cc1NCC)C(Cc2ccc(c(c2)O)OC)O)C(=O)N
Clu 23, Mem 17	-87.614830	-89.114510	7.255612	-4.001086	-1.754839	0.000000	Cc1cc(c(c2c1c[nH]c2C)C)C(Cc3ccc(c(c3)O)OC)O
Clu 2, Mem 6	-87.599899	-87.282394	8.556742	-6.047426	-2.826824	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)C)NC)C
Clu 1, Mem 6	-87.546631	-84.264595	10.470490	-1.186437	-12.566089	0.000000	Cc1cc(c2c(c[nH]c2[nH+]1)C)C(Cc3ccc(c(c3)O)OC)O
Clu 9, Mem 5	-87.541550	-86.971565	10.871094	-3.201447	-8.239635	0.000000	CCc1c(c(cc(c1NCC)O)C(Cc2ccc(c(c2)O)OC)O)C
Clu 7, Mem 9	-87.473763	-97.750229	15.396913	-3.703685	-1.416764	0.000000	CC(=O)Nc1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)NC=O
Clu 27, Mem 4	-87.461769	-90.670258	9.252907	-5.743865	-0.300552	0.000000	Cc1cccc2c1[nH+]c(cc2NC)C(Cc3ccc(c(c3)O)OC)O
Clu 40, Mem 22	-87.447601	-96.466553	9.077363	-0.008055	-0.050360	0.000000	Cc1cc(c(c2c1CCCN2)C)C(Cc3ccc(c(c3)O)OC)O
Clu 62, Mem 9	-87.439072	-94.055328	13.670671	-3.776353	-3.278063	0.000000	Cc1cc(c(c(c1O)NC(=O)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 8	-87.418800	-85.456245	12.711427	-5.150141	-9.523843	0.000000	CNc1ccc(cc1N)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 7	-87.412857	-87.753311	8.314827	-0.828491	-7.145882	0.000000	CCNc1cc(cc(c1)F)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 68	-87.409363	-87.139572	9.854118	-3.243259	-6.880655	0.000000	CNc1ccc(cc1C#N)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 60	-87.403748	-93.106133	11.334213	-4.406341	-1.225486	0.000000	CCc1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)NC=O
Clu 67, Mem 14	-87.380562	-95.170967	12.415427	-3.243073	-1.381943	0.000000	Cc1c(cc(c(c1Cl)NC(=O)C)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 7, Mem 3	-87.367470	-89.794395	14.024570	-0.509259	-11.088390	0.000000	CC(=O)Nc1cc(ccc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 58, Mem 7	-87.336441	-91.431824	8.461332	-3.526710	-0.839239	0.000000	CCCNc1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)Cl
Head 36, Size=1	-87.324936	-88.610199	7.689815	-3.426018	-2.978542	0.000000	CNc1cc(sc-2cccc12)C(Cc3ccc(c(c3)O)OC)O
Clu 68, Mem 12	-87.258118	-90.251488	16.598066	-1.718045	-11.886648	0.000000	COc1ccc(cc1O)CC(c2cc(c(c([nH+]2)NC(=O)OC)N)N)O
Clu 11, Mem 2	-87.255409	-88.105331	12.056308	-1.167908	-10.038478	0.000000	Cc1c(c(c2c(c1C(Cc3ccc(c(c3)O)OC)O)CCN2)N)C
Clu 6, Mem 7	-87.211617	-86.106300	11.112400	-7.141758	-5.075963	0.000000	CNc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)C(=O)OC
Clu 27, Mem 9	-87.203819	-90.245193	10.572047	-3.336298	-4.194378	0.000000	CNc1cc(cc2c1c(ccc2)O)C(Cc3ccc(c(c3)O)OC)O
Clu 15, Mem 29	-87.201988	-90.439201	9.236874	-5.314750	-0.684915	0.000000	COc1ccc(cc1O)CC(c2cc(c3c(c2)c(c[nH]3)Cl)C[NH3+])O
Clu 12, Mem 23	-87.201782	-84.893860	10.275170	-4.970235	-7.612853	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)Cl)CCN3)O
Clu 0, Mem 8	-87.137939	-90.550461	9.157966	-3.999932	-1.745513	0.000000	CCc1cc(cc(c1NC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 11	-87.123909	-84.262108	12.898842	-6.302983	-9.457667	0.000000	Cc1c(cc(c(c1O)O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 47, Mem 4	-87.122322	-86.916481	11.037519	-4.980066	-6.263287	0.000000	CC(C)c1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Clu 48, Mem 8	-87.108376	-87.247688	8.186366	-4.036680	-4.010372	0.000000	CCNc1ccc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 23, Mem 15	-87.086227	-80.527275	7.310359	-0.019166	-13.850144	0.000000	Cc1cc(cc2c1cc[nH]2)C(Cc3ccc(c(c3)O)OC)O
Clu 0, Mem 7	-87.070267	-92.721176	12.835938	-3.076957	-4.108072	0.000000	CCNc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)O
Clu 28, Mem 12	-87.066521	-91.752533	12.974294	-3.192500	-5.095781	0.000000	CCNc1cc([nH+]c2c1cn[nH]2)C(Cc3ccc(c(c3)O)OC)O
Clu 48, Mem 24	-87.020737	-87.981476	15.400553	-4.544623	-9.895189	0.000000	COc1ccc(cc1O)CC(c2ccc(c(c2)O)NC=O)O
Clu 3, Mem 51	-87.017509	-91.268585	8.991085	-2.721652	-2.018358	0.000000	Cc1cc(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)NC)C
Clu 38, Mem 3	-86.965576	-92.708244	12.169225	-2.939551	-3.487006	0.000000	Cc1c([nH]c2c1c(cc(c2)N)C(Cc3ccc(c(c3)O)OC)O)C
Clu 31, Mem 2	-86.954285	-95.852455	10.550100	-1.134454	-0.517472	0.000000	CNc1cc(c2ccc(cc2[nH+]1)Cl)C(Cc3ccc(c(c3)O)OC)O
Clu 12, Mem 8	-86.929405	-92.736954	9.131763	-2.816168	-0.508040	0.000000	CC1CCc2c1cc(cc2NC)C(Cc3ccc(c(c3)O)OC)O
Clu 24, Mem 5	-86.888565	-90.287758	12.270638	-6.847649	-2.023786	0.000000	COc1ccc(cc1O)CC(c2cc(c(c3c2cccc3)O)N)O
Clu 0, Mem 52	-86.884972	-91.433876	8.674240	-3.509553	-0.615781	0.000000	[H]N=Cc1cc(cc(c1O)C(C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 5, Mem 7	-86.806938	-91.128593	13.783333	-1.630387	-7.831294	0.000000	CC(=O)Nc1cc(cc(c1O)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 7, Mem 15	-86.785805	-92.027695	10.956120	-2.815718	-2.898512	0.000000	CCCc1c(c(cc(c1NCC)O)C(Cc2ccc(c(c2)O)OC)O)C
Clu 14, Mem 2	-86.744148	-89.147774	10.036236	-4.985624	-2.646985	0.000000	Cc1cc(c2c(c1C)NCC2)C(Cc3ccc(c(c3)O)OC)O
Clu 7, Mem 17	-86.727493	-91.640869	10.929176	-3.813104	-2.202688	0.000000	CCN(C)c1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)NC=O
Clu 62, Mem 5	-86.723152	-90.522316	10.416029	-1.642819	-4.974049	0.000000	CC=Cc1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 73, Mem 7	-86.721199	-92.357597	10.615627	-4.409173	-0.570054	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)[O-])C(F)(F)F)O
Head 81, Size=12	-86.674385	-92.288757	13.841699	-5.502588	-2.724740	0.000000	CC(C)Nc1cc(cc(c1C(C)O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 18, Mem 2	-86.667213	-92.777321	15.205112	-4.381471	-4.713546	0.000000	CNc1cc(cc2c1CNC2=O)C(Cc3ccc(c(c3)O)OC)O
Head 28, Size=15	-86.617203	-94.987625	15.842979	-0.271490	-7.201078	0.000000	CCNc1cc([n+](c2c1cn[nH]2)C)C(Cc3ccc(c(c3)O)OC)O
Clu 3, Mem 70	-86.588806	-87.617729	9.726122	-3.496244	-5.200956	0.000000	CCc1cc(ccc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 63, Mem 11	-86.580627	-86.403427	8.746045	-1.861418	-7.061822	0.000000	CC(C)c1cc(ccc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 7, Mem 6	-86.580017	-92.404678	15.057116	-8.495311	-0.737154	0.000000	Cc1cc(cc(c1NC=O)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
